Business_Name,Address,Telephone,Fax,Website,Description
Brambridge Park Garden Centre,"Kiln Lane, Brambridge, Eastleigh, SO50 6HT, United Kingdom",01962713707,01962 714985,,Set in 11 acres of countryside with a nature trail next to the river Itchen. We have a restaurant an extensive range of products for the garden and home.
Brands Of Ely,"42 - 44 Market Street, Ely, CB7 4LS, United Kingdom",01353663463,01353 661540,,
Branton Farm Nurseries,"Branton Farm Nurseries, Doncaster Road, Branton, Doncaster, DN3 3QP, United Kingdom",01302538708,01302 538708,,A family business offering general garden requirements
Brechin Castle Garden Centre,"Haughmuir, Brechin, DD9 6RL, United Kingdom",01356626813,01356 623725,http://www.brechincastlecentre.co.uk,"Garden Centre with friendly expert staff. Coffee shop and tourist attraction with Country Park. Exceptional gift shop, Christmas specialty. A real day out for all the family"
Brian Pinker,"The Shooting Lodge, 38 Hunstanton Road, Heacham, Heacham, PE31 7HH, United Kingdom",01485571485,,http://www.pinker.org,Horticultural Marketing Business Consultancy
Briarlee Garden Centre,"35-37 Chapel Lane, Banks, Southport, PR9 8EY, United Kingdom",01704226647,01704 213947,,"Top quality bedding plants, hanging baskets etc. All at reasonable prices. Christmas ; come and see our extensive Christmas display."
Brick Kiln Garden Centre Limited,"(Accounts Office), Brick Kiln Garden Centre, Bognor Road, Chichester, PO20 1EJ, United Kingdom",01243756175,01243 539933,https://www.brickkilngardencentre.co.uk,"Specialising in bedding plants, hanging baskets and landscape DIY materials for the domestic market and trade."
Bridge End Garden Centre,"Macclesfield Road, Leek, ST13 8LD, United Kingdom",01538384250,01538 388683,http://www.bridgeendgardencentre.webs.com,"A family run Garden Centre providing a full range of perennials, alpines, shrubs, roses, climbers, trees, herbs, veg and bedding plants at very competitive prices and of excellent quality.

We have an extensive range of gardening sundries and gift ware to choose from.

The coffee shop services freshly prepared traditional home cooked food in a friendly atmosphere.

Open 7 days a week (excluding 25/12 to 1/1) 9am - 9am - 530pm"
Bridgemere Garden Centre,"Bridgemere, Near Nantwich, CW5 7QB, United Kingdom",,,http://www.bluediamond.gg,
Bridgend Garden Centre,"Ladybank Road, Freuchie, KY15 7HY, United Kingdom",01337858293,01337 858293,http://www.gardenbridgend.co.uk,"We are a family run garden centre established in 1986. We have a great selection of trees, shrubs, ceramic pots, gravel, pet foods and lots more. Our friendly staff are always on hand to offer free expert advice on everything."
Brimsmore Gardens Ltd,"Tintinhull Road, Yeovil, BA21 3NU, United Kingdom",01935411000,01935 411129,,
British Garden Centre - Harrogate,"Ripton Road, Bishop Monkton, Harrogate, HG3 3QD, United Kingdom",,,,
British Garden Centres -   Albrighton Garden Centre,"Newport Road, Albrighton, WV7 3EE, United Kingdom",01902374200,,http://www.britishgardencentres.com,
British Garden Centres -   Bressingham Garden Centre,"Low Road, Bressingham, Diss, IP22 2AB, United Kingdom",01379688585,,http://www.britishgardencentres.com,
British Garden Centres -   Bromsgrove Garden Centre,"Littleheath Lane, Lickey End, Bromsgrove, B60 1HY, United Kingdom",01527878174,,,
British Garden Centres -   Charlbury Garden Centre,"Witney Road, Ramsden, Chipping Norton, OX7 3AS, United Kingdom",01993868403,,,
British Garden Centres -  Arcadia Garden Centre,"Stokesley Road, Newby, Middlesborough, TS8 0AN, United Kingdom",01642324120,01642 325438,http://www.britishgardencentres.com,
British Garden Centres -  Bolton Garden Centre,"Wigan Road, Deane, Bolton, BL3 4RD, United Kingdom",01204660660,,http://www.britishgardencentres.com,
British Garden Centres -  Bournville Garden Centre,"Maple Road, Bournville, Birmingham, B30 2AE, United Kingdom",01214720303,,http://www.britishgardencentres.com,
British Garden Centres -  Bridgnorth Garden Centre,"Bridgnorth Road, Shipley, Wolverhampton, WV6 7EJ, United Kingdom",01902700192,,http://www.britishgardencentres.com,
British Garden Centres -  Brigg Garden Centre,"Bigby High Road, Brigg, DN20 9HE, United Kingdom",01652650484,01652 650127,http://www.britishgardencentres.com,
British Garden Centres -  Carr Gate Garden Centre,"Old Bradford Road, Carr Gate, Wakefield, WF2 0SY, United Kingdom",01924823002,,http://www.britishgardencentres.com,
British Garden Centres -  Chapel Garden Centre,"Skegness Road, Chapel St. Leonards, Skegness, PE24 5UB, United Kingdom",01754873558,,http://www.britishgardencentres.com,
British Garden Centres -  Charlecote Garden Centre,"Charlecote, Nr Wellesbourne, CV35 9ER, United Kingdom",01789841842,,,
British Garden Centres -  Coventry Garden Centre,"Brownshill Green Road, Allesley, Coventry, CV5 9PB, United Kingdom",02476333998,,http://www.britishgardencentres.com,
British Garden Centres -  East Durham Garden Centre,"South Hetton Road, Easington, Peterlee, SR8 3BZ, United Kingdom",01915273562,,http://www.britishgardencentres.com,
British Garden Centres -  Hemel Hempstead Garden Centre,"Pipers Hill, Great Gaddesden, Hemel Hempstead, HP1 3BY, United Kingdom",01442231284,,http://www.britishgardencentres.com,
British Garden Centres -  Horncastle Garden Centre,"Lincoln Road, Thimbleby, Horncastle, LN9 5LY, United Kingdom",01507499232,,http://www.britishgardencentres.com,
British Garden Centres -  Leyland Garden Centre,"338 Southport Road, Preston, Leyland, PR26 8QL, United Kingdom",01772600271,,http://www.britishgardencentres.com,
British Garden Centres -  Newton Regis Garden Centre,"Shuttington Lane, Newton Regis, Tamworth, B79 0DF, United Kingdom",01827830888,,,
British Garden Centres -  Osterley Garden Centre,"Windmill Lane, Isleworth, TW7 5PR, United Kingdom",02088472468,,,
British Garden Centres -  Ramsgate Garden Centre,"Montefiore Avenue, Ramsgate, CT11 8BW, United Kingdom",01843592393,,,
British Garden Centres -  Roxton Garden Centre,"Bedford Rd, Roxton, Bedford, MK44 3DY, United Kingdom",01480212701,,http://www.britishgardencentres.com,
British Garden Centres -  Studley Garden Centre,"Henley Road, Mappleborough Green, Studley, B80 7DR, United Kingdom",01527852266,,,
British Garden Centres -  Tansley Barn Garden Centre,"Butterley Lane, Tansley, DE4 5GF, United Kingdom",01629583036,,,
British Garden Centres -  Towneley Garden Centre,"Deerpark Road, Burnley, BB10 4SD, United Kingdom",01282424162,,http://www.britishgardencentres.com,
British Garden Centres -  Wolseley Bridge Garden Centre,"Wolseley Bridge, Stafford, ST17 0YA, United Kingdom",01889574884,,http://www.britishgardencentres.com,
British Garden Centres - Birchencliffe Garden Centre,"75 Birchencliffe Hill Road, Huddersfield, HD3 3NJ, United Kingdom",01484536010,,http://www.britishgardencentres.com,
British Garden Centres - Bold Heath Garden Centre,"Mill Lane, Bold Heath, Widnes, WA8 3UU, United Kingdom",01514246264,,http://www.britishgardencentres.com,
British Garden Centres - Braintree Garden Centre,"Cressing Road, Braintree, CM77 8DH, United Kingdom",01376553043,,,
British Garden Centres - Brockworth Garden Centre,"Shurdington Road, Brockworth, GL3 4PU, United Kingdom",01452862334,,,
British Garden Centres - Burford House Garden Centre,"Burford House Garden Store, Burford House, Burford, Tenbury Wells, WR15 8HQ, United Kingdom",01584810777,,,
British Garden Centres - Carmarthen Garden Centre,"Myrtle Hill, Pensarn, Carmarthen, SA31 2NG, United Kingdom",01267221363,,,
British Garden Centres - Chilton Garden Centre,"Newbury Road, Chilton, Didcot, OX11 0QN, United Kingdom",01235833900,,,
British Garden Centres - Chipperfield Garden Centre,"24 Tower Hill, Chipperfield, Kings Langley, WD4 9LH, United Kingdom",01442834364,,,
British Garden Centres - Crawley Garden Centre,"Copthorne Road, Pound Hill, Crawley, RH10 3PD, United Kingdom",01293883311,,,
British Garden Centres - Enfield Garden Centre,"Cattlegate Road, Crews Hill, Enfield, EN2 9DX, United Kingdom",02083670422,,,
British Garden Centres - Gilberdyke Garden Centre,"Scalby Lane, Gilberdyke, Brough, HU15 2UJ, United Kingdom",01430440169,01430 441939,http://www.britishgardencentres.com,
British Garden Centres - Harrow Garden Centre,"Headstone Lane, Harrow, HA2 6NB, United Kingdom",02084283408,,,
British Garden Centres - Hitchin Garden Centre,"Cambridge Road (A505), Hitchin, SG4 0JT, United Kingdom",01462434027,,,
British Garden Centres - Hornsea Garden Centre,"Hornsea Road, Sigglesthorne, Hornsea, Hull, HU11 5QL, United Kingdom",01964543040,01964 544801,http://www.britishgardencentres.com,
British Garden Centres - Irton Garden Centre,"Irton Moor Lane, Irton, Scarborough, YO12 4RW, United Kingdom",01723862978,01723 864676,http://www.britishgardencentres.com,"For an all round garden centre with ample parking. For all your gardening needs. Also a large gift department. Our coffee shop is open every day from 10:00 amd to 4:00pm. Disabled access also florist now on site for all your wedding anniversaries, special occasions and funeral work."
British Garden Centres - Lewes Garden Centre,"Newhaven Road, Kingston, Lewes, BN7 3NE, United Kingdom",01273473510,,,
British Garden Centres - Louth Garden Centre,"Legbourne Road, Louth, LN11 8LQ, United Kingdom",01507605381,,http://www.britishgardencentres.com,
British Garden Centres - Ongar Garden Centre,"Langford Bridge, Ongar Road, Kelvedon Hatch, Brentwood, CM15 0LB, United Kingdom",01277365485,,,
British Garden Centres - Paddock Wood Garden Centre,"Maidstone Road, Paddock Wood, Tonbridge, TN12 6QJ, United Kingdom",01892835777,,,
British Garden Centres - Playhatch Garden Centre,"Henley Road, Playhatch, Reading, RG4 9RB, United Kingdom",01189484445,,,
British Garden Centres - Pulborough Garden Centre,"Stopham Road, Pulborough, RH20 1DS, United Kingdom",01798872981,,,
British Garden Centres - Shipley Park Garden Garden,"Hassock Lane North, Shipley, Heanor, DE75 7JB, United Kingdom",01773713596,,,
British Garden Centres - Sprowston Garden Centre,"Blue Boar Lane, Sprowston, Norwich, NR7 8RJ, United Kingdom",01603412239,,,
British Garden Centres - Stanway Garden Centre,"342 London Road, Stanway, Colchester, CO3 8LT, United Kingdom",01206213050,,,
British Garden Centres - Stevenage Garden Centre,"North Road/Gravely Road, Stevenage, SG1 4AH, United Kingdom",01438312660,,,
British Garden Centres - Tarporley Garden Centre,"Tarporley Road, Cotebrook, Tarporley, CW6 9EE, United Kingdom",01829760433,,http://www.britishgardencentres.com,
British Garden Centres - Thatcham,"Bath Road, Thatcham, RG18 3AN, United Kingdom",01635953060,,,
British Garden Centres - Tring Garden Centre,"Bulbourne Road, Tring, HP23 5HF, United Kingdom",01442891393,,,
British Garden Centres - Upminster Garden Centre,"Nags Head Lane, Upminster, RM14 1TS, United Kingdom",01708342469,,,
British Garden Centres - Wimborne Garden Centre,"229 Wimborne Road West, Wimborne, BH21 2DN, United Kingdom",01202874208,,,
British Garden Centres - Winnersh Garden Centre,"656 Reading Road, Winnersh, Reading, RG41 5HG, United Kingdom",01189772141,,,
Broadoak Park Garden Centre,"173 Worsley Road, Worsley, M28 2SJ, United Kingdom",01617943377,01617 945793,,
Broadview Garden Centre,"Tonbridge Road, Hadlow, Tonbridge, TN11 0AL, United Kingdom",01732372856,,http://broadviewgardens.co.uk,
Brookfield Garden Centre,"2 Weston Road, Runcorn, WA7 4JT, United Kingdom",01928576754,,,"A family run business of over 30 years experience, offering  friendly personal service."
